source,judge,advocate,ruling_title,chamber,ruling_name,ruling_type,ruling_content,case_label,ecli,lodge_date,document_date,country,main_subject
62004CO0404,Arestis,Stix-Hackl,Order of the President of the Court of 29 April 2005,,  Technische Glaswerke Ilmenau GmbH v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-404/04 P-R,ECLI identifier: ECLI:EU:C:2005:267,14/10/2004,29/04/2005,Germany,CONC
62013CO0355,Arestis,Jääskinen,Order of the Court (Seventh Chamber) of 12 December 2013,Seventh Chamber,  Umbra Packaging srl v Agenzia delle Entrate - Direzione Provinciale di Perugia,  Reference for a preliminary ruling: Commissione tributaria regionale dell'Umbria - Italy,  Request for a preliminary ruling - Rules of Procedure - Articles 53(2) and 99 - Possible to infer the answer to a question referred for a preliminary ruling clearly from the case-law - Request manifestly inadmissible - Electronic communications networks and services - Directive 2002/20/EC (Authorisation Directive) - Article 3 - Imposition of a government authorisation charge when a telephone subscription is taken out - Charge not applied to the use of prepaid telephone cards - Article 102 TFEU,  Case C-355/13,ECLI identifier: ECLI:EU:C:2013:867,27/06/2013,12/12/2013,Italy,ETAB
62009CO0492,Arestis,Trstenjak,Order of the Court (Seventh Chamber) of 15 December 2010,Seventh Chamber,  Agricola Esposito Srl v Agenzia delle Entrate - Ufficio di Taranto 2,  Reference for a preliminary ruling: Commissione tributaria provinciale di Taranto - Italy,  Articles 92(1); 103(1) and 104(3); second subparagraph; of the Rules of Procedure - Electronic networks and communication services - Directives 2002/20/EC; 2002/21/EC and 2002/77/EC - Government authorisation tax - Partial inadmissiblity - Questions the answer to which leaves no room for reasonable doubt,  Case C-492/09,ECLI identifier: ECLI:EU:C:2010:766,30/11/2009,15/12/2010,Italy,ETAB
62012CO0235,Arestis,Sharpston,Order of the Court (Seventh Chamber) of 28 February 2013,Seventh Chamber,  H-Holding AG v European Commission,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-235/12 P,ECLI identifier: ECLI:EU:C:2013:132,14/05/2012,28/02/2013,,EXT
62010CO0613,Arestis,Mazák,Order of the Court (Seventh Chamber) of 15 April 2011,Seventh Chamber,  Danilo Debiasi v Agenzia delle Entrate; Ufficio di Parma,  Reference for a preliminary ruling: Commissione tributaria provinciale di Parma - Italy,  Reference for a preliminary ruling - Manifest inadmissibility,  Case C-613/10,ECLI identifier: ECLI:EU:C:2011:266,30/12/2010,15/04/2011,Italy,FISC
62009CO0292,Arestis,Bot,Order of the Court (Seventh Chamber) of 13 January 2010,Seventh Chamber,Isabella Calestani (C-292/09) and Paolo Lunardi (C-193/09) v Agenzia delle Entrate - Ufficio di Parma,References for a preliminary ruling: Commissione tributaria provinciale di Parma - Italy,Preliminary references - Manifest inadmissibility,Joined cases C-292/09 and C-293/09,ECLI identifier: ECLI:EU:C:2010:7,27/07/2009,13/01/2010,Italy,FISC
62013CO0064,Arestis,Sharpston,Order of the Court (Seventh Chamber) of 5 September 2013,Seventh Chamber,  H-Holding AG v European Parliament,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-64/13 P,ECLI identifier: ECLI:EU:C:2013:557,7/2/2013,5/9/2013,,INST
62012CO0235,Arestis,Sharpston,Order of the Court (Seventh Chamber) of 28 February 2013,Seventh Chamber,  H-Holding AG v European Commission,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-235/12 P,ECLI identifier: ECLI:EU:C:2013:132,14/05/2012,28/02/2013,,INST
62010CO0143,Arestis,Sharpston,Order of the Court (Seventh Chamber) of 19 November 2010,Seventh Chamber,  Antoni Tomasz Uznański v Republic of Poland,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-143/10 P,ECLI identifier: ECLI:EU:C:2010:705,29/01/2010,19/11/2010,Poland,INST
62006CO0502(01),Arestis,Sharpston,Order of the Court (Eighth Chamber) of 24 September 2008,Eighth Chamber,  Carlos Correia de Matos v European Parliament,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-502/06 P-INT,ECLI identifier: ECLI:EU:C:2008:519,24/01/2008,24/09/2008,Portugal,INST
62008CO0290,Arestis,Kokott,Order of the Court (Eighth Chamber) of 10 February 2009,Eighth Chamber,  Carlos Correia de Matos v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-290/08 P,ECLI identifier: ECLI:EU:C:2009:73,1/7/2008,10/2/2009,Portugal,INST
62006CO0502,Arestis,Sharpston,Order of the Court (Eighth Chamber) of 21 November 2007,Eighth Chamber,  Carlos Correia de Matos v European Parliament,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-502/06 P,ECLI identifier: ECLI:EU:C:2007:696,9/12/2006,21/11/2007,Portugal,INST
62005CO0200,Arestis,Tizzano,Order of the Court (Fifth Chamber) of 16 March 2006,Fifth Chamber,  Carlos Correia de Matos v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-200/05 P,ECLI identifier: ECLI:EU:C:2006:187,1/5/2005,16/03/2006,Portugal,INST
62005CO0215,Arestis,Poiares Maduro,Order of the Court (Fifth Chamber) of 2 February 2006,Fifth Chamber,  Theodoros Papoulakos v Italian Republic and Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-215/05 P,ECLI identifier: ECLI:EU:C:2006:80,21/03/2005,2/2/2006,Greece; Italy,LCT
62008CO0432(01),Arestis,Jääskinen,Order of the Court (Seventh Chamber) of 28 February 2013,Seventh Chamber,  European Commission v Luigi Marcuccio,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-432/08 P-DEP,ECLI identifier: ECLI:EU:C:2013:108,8/8/2012,28/02/2013,,PROC
62008CO0528(01),Arestis,Jääskinen,Order of the Court (Seventh Chamber) of 28 February 2013,Seventh Chamber,  European Commission v Luigi Marcuccio,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-528/08 P-DEP,ECLI identifier: ECLI:EU:C:2013:110,9/8/2012,28/02/2013,,PROC
62008CO0513(01),Arestis,Jääskinen,Order of the Court (Seventh Chamber) of 28 February 2013,Seventh Chamber,  European Commission v Luigi Marcuccio,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-513/08 P-DEP,ECLI identifier: ECLI:EU:C:2013:109,9/8/2012,28/02/2013,,PROC
62012CO0304,Arestis,Wahl,Order of the Court (Seventh Chamber) of 7 February 2013,Seventh Chamber,  Petrus Kerstens v European Commission,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-304/12 P,ECLI identifier: ECLI:EU:C:2013:74,7/6/2012,7/2/2013,,PROC
62007CO0197(01),Arestis,Mazák,Order of the Court (Seventh Chamber) of 19 September 2012,Seventh Chamber,TDK Kabushiki Kaisha (TDK Corp,Check EUR-LEX webpage,Check EUR-LEX webpage,Case C‑197/07 P-DEP,ECLI identifier: ECLI:EU:C:2012:579,21/02/2012,19/09/2012,Denmark,PROC
62006CO0363,Arestis,Poiares Maduro,Order of the Court (Eighth Chamber) of 20 February 2008,Eighth Chamber,Comunidad Autónoma de Valencia - Generalidad Valenciana v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,Case C-363/06 P,ECLI identifier: ECLI:EU:C:2008:99,6/9/2006,20/02/2008,Spain,PROC
62013CO0285,Arestis,Mengozzi,Order of the Court (Seventh Chamber) of 12 June 2014,Seventh Chamber,  Bimbo SA v Office for Harmonisation in the Internal Market (Trade Marks and Designs),Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-285/13 P,ECLI identifier: ECLI:EU:C:2014:1751,20/05/2013,12/6/2014,Spain,PROP
62013CO0414,Arestis,Wathelet,Order of the Court (Seventh Chamber) of 20 May 2014,Seventh Chamber,  Reber Holding GmbH & Co,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-414/13 P,ECLI identifier: ECLI:EU:C:2014:812,16/07/2013,20/05/2014,Germany,PROP
62012CO0014,Arestis,Kokott,Order of the Court (Seventh Chamber) of 30 May 2013,Seventh Chamber,  Sheilesh Shah and Akhil Shah v Three-N-Products Private Ltd,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-14/12 P,ECLI identifier: ECLI:EU:C:2013:349,9/1/2012,30/05/2013,United Kingdom,PROP
62007CO0197(01),Arestis,Mazák,Order of the Court (Seventh Chamber) of 19 September 2012,Seventh Chamber,TDK Kabushiki Kaisha (TDK Corp,Check EUR-LEX webpage,Check EUR-LEX webpage,Case C‑197/07 P-DEP,ECLI identifier: ECLI:EU:C:2012:579,21/02/2012,19/09/2012,Denmark,PROP
62009CO0461,Arestis,Mazák,Order of the Court (Seventh Chamber) of 9 July 2010,Seventh Chamber,  The Wellcome Foundation Ltd v Office for Harmonisation in the Internal Market (Trade Marks and Designs) (OHIM),Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-461/09 P,ECLI identifier: ECLI:EU:C:2010:421,23/11/2009,9/7/2010,United Kingdom,PROP
62009CO0078,Arestis,Kokott,Order of the Court (Eighth Chamber) of 24 September 2009,Eighth Chamber,  Compagnie des bateaux mouches SA v Office for Harmonisation in the Internal Market (Trade Marks and Designs) (OHIM),Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-78/09 P,ECLI identifier: ECLI:EU:C:2009:584,19/02/2009,24/09/2009,France,PROP
62008CO0481,Arestis,Kokott,Order of the Court (Eighth Chamber) of 24 September 2009,Eighth Chamber,  Alcon Inc, v Office for Harmonisation in the Internal Market (Trade Marks and Designs),  Appeals - Community trade mark - Word mark BioVisc - Opposition filed by the proprietor of Community and international word marks PROVISC and DUOVISC - Rejection of the opposition by the Board of Appeal of OHIM,  Case C-481/08 P,ECLI identifier: ECLI:EU:C:2009:579,7/11/2008,24/09/2009,Switzerland; Provisional data,PROP
62007CO0565,Arestis,Sharpston,Order of the Court (Eighth Chamber) of 19 May 2009,Eighth Chamber,  AMS Advanced Medical Services GmbH v Office for Harmonisation in the Internal Market (Trade Marks and Designs) (OHIM) and American Medical Systems Inc,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-565/07 P,ECLI identifier: ECLI:EU:C:2009:318,27/12/2007,19/05/2009,Germany,PROP
62008CO0090,Arestis,Mengozzi,Order of the Court (Eighth Chamber) of 5 March 2009,Eighth Chamber,  K & L Ruppert Stiftung & Co, Handels-KG v Office for Harmonisation in the Internal Market (Trade Marks and Designs) (OHIM),  Appeal - Community trade mark - Application for registration of the Community figurative mark CORPO LIVRE - Opposition on the part of the proprietor of the earlier national and international word marks LIVRE - Proof of use of the earlier marks submitted out of time - Rejection of the opposition,  Case C-90/08 P,ECLI identifier: ECLI:EU:C:2009:135,27/02/2008,5/3/2009,Germany,PROP
62007CO0197,Arestis,Ruiz-Jarabo Colomer,Order of the Court (Eighth Chamber) of 12 December 2008,Eighth Chamber,  Aktieselskabet af 21, november 2001 v Office for Harmonisation in the Internal Market (Trade Marks and Designs) (OHIM),  Appeal - Community trade mark - Regulation (EC) No 40/94 - Article 8(5) - Reputation - Taking unfair advantage of the distinctive character or the repute of the earlier mark - Application for registration as a Community trade mark of the word mark ‘TDK’ - Opposition by the proprietor of the Community and national word and figurative marks TDK - Refusal to register,  Case C-197/07 P,ECLI identifier: ECLI:EU:C:2008:721,10/4/2007,12/12/2008,Denmark,PROP
62006CO0225,Arestis,Ruiz-Jarabo Colomer,Order of the Court (Eighth Chamber) of 11 September 2007,Eighth Chamber,  Athinaïki Oikogeniaki Artopoiia AVEE v Office for Harmonisation in the Internal Market (Trade Marks and Designs) (OHIM),Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-225/06 P,ECLI identifier: ECLI:EU:C:2007:499,16/05/2006,11/9/2007,Greece,PROP
62005CO0202,Arestis,Bot,Order of the Court (Eighth Chamber) of 17 April 2007,Eighth Chamber,  Yissum Research and Development Company of the Hebrew University of Jerusalem v Comptroller-General of Patents,  Reference for a preliminary ruling: High Court of Justice (England & Wales); Chancery Division (Patents Court) - United Kingdom,  First subparagraph of Article 104(3) of the Rules of Procedure - Patent law - Medicinal products - Regulation (EEC) No 1768/92 - Supplementary protection certificate for medicinal products - Concept of ‘product’ - Concept of ‘combination of active ingredients’,  Case C-202/05,ECLI identifier: ECLI:EU:C:2007:214,9/5/2005,17/04/2007,United Kingdom,PROP
62013CO0355,Arestis,Jääskinen,Order of the Court (Seventh Chamber) of 12 December 2013,Seventh Chamber,  Umbra Packaging srl v Agenzia delle Entrate - Direzione Provinciale di Perugia,  Reference for a preliminary ruling: Commissione tributaria regionale dell'Umbria - Italy,  Request for a preliminary ruling - Rules of Procedure - Articles 53(2) and 99 - Possible to infer the answer to a question referred for a preliminary ruling clearly from the case-law - Request manifestly inadmissible - Electronic communications networks and services - Directive 2002/20/EC (Authorisation Directive) - Article 3 - Imposition of a government authorisation charge when a telephone subscription is taken out - Charge not applied to the use of prepaid telephone cards - Article 102 TFEU,  Case C-355/13,ECLI identifier: ECLI:EU:C:2013:867,27/06/2013,12/12/2013,Italy,RAPL
62012CO0031,Arestis,Jääskinen,Order of the Court (Seventh Chamber) of 10 October 2012,Seventh Chamber,  Criminal proceedings against Wojciech Ziemski et Andrzej Kozak,  Reference for a preliminary ruling: Sąd Rejonowy w Zakopanem - Poland,  Reference for a preliminary ruling - No description of the main proceedings - Manifest inadmissibility,  Case C-31/12,ECLI identifier: ECLI:EU:C:2012:627,23/01/2012,10/10/2012,Poland,RAPL
62009CO0492,Arestis,Trstenjak,Order of the Court (Seventh Chamber) of 15 December 2010,Seventh Chamber,  Agricola Esposito Srl v Agenzia delle Entrate - Ufficio di Taranto 2,  Reference for a preliminary ruling: Commissione tributaria provinciale di Taranto - Italy,  Articles 92(1); 103(1) and 104(3); second subparagraph; of the Rules of Procedure - Electronic networks and communication services - Directives 2002/20/EC; 2002/21/EC and 2002/77/EC - Government authorisation tax - Partial inadmissiblity - Questions the answer to which leaves no room for reasonable doubt,  Case C-492/09,ECLI identifier: ECLI:EU:C:2010:766,30/11/2009,15/12/2010,Italy,RAPL
62005CO0202,Arestis,Bot,Order of the Court (Eighth Chamber) of 17 April 2007,Eighth Chamber,  Yissum Research and Development Company of the Hebrew University of Jerusalem v Comptroller-General of Patents,  Reference for a preliminary ruling: High Court of Justice (England & Wales); Chancery Division (Patents Court) - United Kingdom,  First subparagraph of Article 104(3) of the Rules of Procedure - Patent law - Medicinal products - Regulation (EEC) No 1768/92 - Supplementary protection certificate for medicinal products - Concept of ‘product’ - Concept of ‘combination of active ingredients’,  Case C-202/05,ECLI identifier: ECLI:EU:C:2007:214,9/5/2005,17/04/2007,United Kingdom,RAPL
62013CO0355,Arestis,Jääskinen,Order of the Court (Seventh Chamber) of 12 December 2013,Seventh Chamber,  Umbra Packaging srl v Agenzia delle Entrate - Direzione Provinciale di Perugia,  Reference for a preliminary ruling: Commissione tributaria regionale dell'Umbria - Italy,  Request for a preliminary ruling - Rules of Procedure - Articles 53(2) and 99 - Possible to infer the answer to a question referred for a preliminary ruling clearly from the case-law - Request manifestly inadmissible - Electronic communications networks and services - Directive 2002/20/EC (Authorisation Directive) - Article 3 - Imposition of a government authorisation charge when a telephone subscription is taken out - Charge not applied to the use of prepaid telephone cards - Article 102 TFEU,  Case C-355/13,ECLI identifier: ECLI:EU:C:2013:867,27/06/2013,12/12/2013,Italy,SERV
62009CO0492,Arestis,Trstenjak,Order of the Court (Seventh Chamber) of 15 December 2010,Seventh Chamber,  Agricola Esposito Srl v Agenzia delle Entrate - Ufficio di Taranto 2,  Reference for a preliminary ruling: Commissione tributaria provinciale di Taranto - Italy,  Articles 92(1); 103(1) and 104(3); second subparagraph; of the Rules of Procedure - Electronic networks and communication services - Directives 2002/20/EC; 2002/21/EC and 2002/77/EC - Government authorisation tax - Partial inadmissiblity - Questions the answer to which leaves no room for reasonable doubt,  Case C-492/09,ECLI identifier: ECLI:EU:C:2010:766,30/11/2009,15/12/2010,Italy,SERV
62008CO0432(01),Arestis,Jääskinen,Order of the Court (Seventh Chamber) of 28 February 2013,Seventh Chamber,  European Commission v Luigi Marcuccio,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-432/08 P-DEP,ECLI identifier: ECLI:EU:C:2013:108,8/8/2012,28/02/2013,,STAT
62008CO0528(01),Arestis,Jääskinen,Order of the Court (Seventh Chamber) of 28 February 2013,Seventh Chamber,  European Commission v Luigi Marcuccio,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-528/08 P-DEP,ECLI identifier: ECLI:EU:C:2013:110,9/8/2012,28/02/2013,,STAT
