source,case_label,ecli,case_type,judge,advocate,country,country-chamber,chamber,main_subject,lodge_date,document_date,year_document,month_document,year_lodge,month_lodge,case_time,n_countries,joined_cases,ruling_title,ruling_name,ruling_type,ruling_content
62010CJ0016,  Case C-16/10,EU:C:2011:92,Judgement,Lenaerts,MazÃ¡k,United Kingdom,United Kingdom-Third Chamber,Third Chamber,5,2010-01-11,2011-02-17,2011,2,2010.0,1.0,402 days 00:00:00.000000000,1,0,Judgment of the Court (Third Chamber) of 17 February 2011. , The Number Ltd and Conduit Enterprises Ltd v Office of Communications and British Telecommunications plc. , Reference for a preliminary ruling: Court of Appeal (England &amp; Wales) (Civil Division) - United Kingdom. , Approximation of laws - Telecommunications - Networks and services - Directive 2002/22/EC - Designation of undertakings to provide universal service - Specific obligations imposed on the designated undertaking - Directory enquiry services and directories. 
62009CJ0065,Joined cases C-65/09 and C-87/09,EU:C:2011:396,Judgement,IleÅ¡iÄ,MazÃ¡k,Germany,Germany-First Chamber,First Chamber,2,2009-02-16,2011-06-16,2011,6,2009.0,2.0,850 days 00:00:00.000000000,1,1,Judgment of the Court (First Chamber) of 16 June 2011.,Gebr. Weber GmbH v Jürgen Wittmer (C-65/09) and Ingrid Putz v Medianess Electronics GmbH (C-87/09).,References for a preliminary ruling: Bundesgerichtshof (C-65/09) and Amtsgericht Schorndorf (C-87/09) - Germany.,Consumer protection - Sale of consumer goods and associated guarantees - Directive 1999/44/EC - Article 3(2) and (3) - Replacement of defective goods as the only remedy - Defective goods already installed by the consumer - Obligation on the seller to remove the defective goods and install the replacement goods - Absolute lack of proportionality - Consequences.
62007CJ0509,  Case C-509/07,EU:C:2009:255,Judgement,Jann,MazÃ¡k,Italy,Italy-First Chamber,First Chamber,2,2007-11-21,2009-04-23,2009,4,2007.0,11.0,519 days 00:00:00.000000000,1,0,Judgment of the Court (First Chamber) of 23 April 2009. , Luigi Scarpelli v NEOS Banca SpA. , Reference for a preliminary ruling: Tribunale di Bergamo - Italy. , Directive 87/102/EEC - Consumer protection - Consumer credit - Breach of contract of sale. 
62011CJ0636,  Case C-636/11,EU:C:2013:227,Judgement,Bay Larsen,Mengozzi,Germany,Germany-Fourth Chamber,Fourth Chamber,3,2011-12-09,2013-04-11,2013,4,2011.0,12.0,489 days 00:00:00.000000000,1,0,Judgment of the Court (Fourth Chamber) of 11 April 2013. , Karl Berger v Freistaat Bayern. , Reference for a preliminary ruling: Landgericht München I - Germany. , Regulation (EC) No 178/2002 - Consumer protection - Food safety - Public information - Placing on the market of food unfit for human consumption; but not constituting a health risk. 
62010CJ0058,Joined cases C-58/10 to C-68/10,EU:C:2011:553,Judgement,Bay Larsen,Mengozzi,France,France-Fourth Chamber,Fourth Chamber,4,2010-02-03,2011-09-08,2011,9,2010.0,2.0,582 days 00:00:00.000000000,1,1,Judgment of the Court (Fourth Chamber) of 8 September 2011.,Monsanto SAS and Others v Ministre de l'Agriculture et de la Pêche.,References for a preliminary ruling: Conseil d'État - France.,Agriculture - Genetically modified animal feed - Emergency measures - Measure adopted by a Member State - Provisional suspension of an authorisation granted pursuant to Directive 90/220/EEC - Legal basis - Directive 2001/18/EC - Article 12 - Sectoral legislation - Article 23 - Safeguard clause - Regulation (EC) No 1829/2003 - Article 20 - Existing products - Article 34 - Regulation (EC) No 178/2002 - Articles 53 and 54 - Conditions of application.
62014CJ0508,Case C-508/14,EU:C:2015:657,Judgement,Rosas,Mengozzi,Czech Republic,Czech Republic-Fifth Chamber,Fifth Chamber,5,2014-11-13,2015-10-06,2015,10,2014.0,11.0,327 days 00:00:00.000000000,1,0,Judgment of the Court (Fifth Chamber) of 6 October 2015.,Český telekomunikační úřad v T-Mobile Czech Republic a.s. and Vodafone Czech Republic a.s.,Request for a preliminary ruling from the Nejvyšší správní soud.,Reference for a preliminary ruling — Directive 2002/22/EC (Universal Service Directive) — Costing of universal service obligations — Taking account of the rate of return on equity capital — Direct effect — Scope ratione temporis.
62009CJ0108,Case C-108/09,EU:C:2010:725,Judgement,MalenovskÃ½,Mengozzi,Hungary,Hungary-Third Chamber,Third Chamber,3,2009-03-23,2010-12-02,2010,12,2009.0,3.0,619 days 00:00:00.000000000,1,0,Judgment of the Court (Third Chamber) of 2 December 2010.,Ker-Optika bt v ÀNTSZ Dél-dunántúli Regionális Intézete.,Reference for a preliminary ruling: Baranya megyei bíróság - Hungary.,Free movement of goods - Public health - Selling of contact lenses via the Internet - National legislation authorising the sale of contact lenses solely in medical supply shops - Directive 2000/31/EC - Information society - Electronic commerce.
62006CJ0244,  Case C-244/06,EU:C:2008:85,Judgement,Rosas,Mengozzi,Germany,Germany-Third Chamber,Third Chamber,2,2006-05-31,2008-02-14,2008,2,2006.0,5.0,624 days 00:00:00.000000000,1,0,Judgment of the Court (Third Chamber) of 14 February 2008. , Dynamic Medien Vertriebs GmbH v Avides Media AG. , Reference for a preliminary ruling: Landgericht Koblenz - Germany. , Free movement of goods - Article 28 EC - Measures having equivalent effect - Directive 2000/31/EC - National rules prohibiting the sale by mail order of image storage media which have not been examined and classified by the competent authority for the purpose of protecting children and which do not bear a label from that authority indicating the age from which they may be viewed - Image storage media imported from another Member State which have been examined and classified by the competent authority of that State and bear an age-limit label - Justification - Child protection - Principle of proportionality. 
62007CJ0487,Case C-487/07,EU:C:2009:378,Judgement,IleÅ¡iÄ,Mengozzi,United Kingdom,United Kingdom-First Chamber,First Chamber,3,2007-11-05,2009-06-18,2009,6,2007.0,11.0,591 days 00:00:00.000000000,1,0,Judgment of the Court (First Chamber) of 18 June 2009.,L'Oréal SA; Lancôme parfums et beauté &amp; Cie SNC and Laboratoire Garnier &amp; Cie v Bellure NV; Malaika Investments Ltd and Starion International Ltd.,Reference for a preliminary ruling: Court of Appeal (England &amp; Wales) (Civil Division) - United Kingdom.,Directive 89/104/EEC - Trade marks - Article 5(1) and (2) - Use in comparative advertising - Right to have such use prevented - Taking unfair advantage of the repute of a trade mark - Impairment of the functions of the trade mark - Directive 84/450/EEC - Comparative advertising - Article 3a(1)(g) and (h) - Conditions under which comparative advertising is permitted - Taking unfair advantage of the reputation of a trade mark - Presentation of goods as imitations or replicas.
62006CJ0533,Case C-533/06,EU:C:2008:339,Judgement,IleÅ¡iÄ,Mengozzi,United Kingdom,United Kingdom-First Chamber,First Chamber,3,2006-12-28,2008-06-12,2008,6,2006.0,12.0,532 days 00:00:00.000000000,1,0,Judgment of the Court (First Chamber) of 12 June 2008.,O2 Holdings Limited and O2 (UK) Limited v Hutchison 3G UK Limited.,Reference for a preliminary ruling: Court of Appeal (England &amp; Wales) (Civil Division) - United Kingdom.,Trade marks - Directive 89/104/EEC - Article 5(1) - Exclusive rights of the trade mark proprietor - Use of a sign identical with; or similar to; a mark in a comparative advertisement - Limitation of the effects of a trade mark - Comparative advertising - Directives 84/450/EEC and 97/55/EC - Article 3a(1) - Conditions under which comparative advertising is permitted - Use of a competitor’s trade mark or of a sign similar to that mark.
62015CJ0154,Joined Cases C-154/15 and C-307/15,EU:C:2016:980,Judgement,Levits,Mengozzi,Spain,Spain-Grand Chamber,Grand Chamber,2,2015-04-01,2016-12-21,2016,12,2015.0,4.0,630 days 00:00:00.000000000,1,1,Judgment of the Court (Grand Chamber) of 21 December 2016.,Francisco Gutiérrez Naranjo v Cajasur Banco SAU; Ana María Palacios Martínez v Banco Bilbao Vizcaya Argentaria SA (BBVA); Banco Popular Español SA v Emilio Irles López and Teresa Torres Andreu.,Requests for a preliminary ruling from the Juzgado de lo Mercantil n° 1 de Granada and Audiencia Provincial de Alicante.,References for a preliminary ruling — Directive 93/13/EEC — Consumer contracts — Mortgage loans — Unfair terms — Article 4(2) — Article 6(1) — Declaration of nullity — Limitation by the national court of the temporal effects of the declaration of nullity of an unfair term.
62014CJ0476,Case C-476/14,EU:C:2016:527,Judgement,Safjan,Mengozzi,Germany,Germany-Fourth Chamber,Fourth Chamber,2,2014-10-27,2016-07-07,2016,7,2014.0,10.0,619 days 00:00:00.000000000,1,0,Judgment of the Court (Fourth Chamber) of 7 July 2016.,Citroën Commerce GmbH v Zentralvereinigung des Kraffahrzeuggewerbes zur Aufrechterhaltung lauteren Wettbewerbs eV (ZLW).,Request for a preliminary ruling from the Bundesgerichtshof.,Reference for a preliminary ruling — Directives 98/6/EC and 2005/29/EC — Consumer protection — Advertisement containing an indication of price — Concepts of ‘offer’ and ‘price inclusive of taxes’ — Obligation to include in the price of a motor vehicle the additional costs necessarily incurred in connection with the transfer of the vehicle.
62012CJ0413,Case Câ413/12,EU:C:2013:800,Judgement,Toader,Mengozzi,Spain,Spain-Third Chamber,Third Chamber,2,2012-09-11,2013-12-05,2013,12,2012.0,9.0,450 days 00:00:00.000000000,1,0,Judgment of the Court (Third Chamber); 5 December 2013.,Asociación de Consumidores Independientes de Castilla y León v Anuntis Segundamano España SL.,Request for a preliminary ruling from the Audiencia Provincial de Salamanca.,Request for a preliminary ruling — Directive 93/13/EEC — Action seeking an injunction brought by a regional consumer protection association — Jurisdiction of local courts — No remedy against a decision declining jurisdiction delivered at first instance — Procedural autonomy of the Member States — Principles of equivalence and effectiveness.
62011CJ0313,  Case C-313/11,EU:C:2013:481,Judgement,Berger,Mengozzi,Poland,Poland-Fifth Chamber,Fifth Chamber,2,2011-06-20,2013-07-18,2013,7,2011.0,6.0,759 days 00:00:00.000000000,1,0,Judgment of the Court (Fifth Chamber) of 18 July 2013. , European Commission v Republic of Poland. ,not_specified, Failure of a Member State to fulfil obligations - Regulation (EC) No 1829/2003 - Animal feed - Genetically modified feed - Production; placing on the market or use - National prohibition not yet in force. 
62011CJ0657,Case Câ657/11,EU:C:2013:516,Judgement,IleÅ¡iÄ,Mengozzi,Belgium,Belgium-Third Chamber,Third Chamber,2,2011-12-21,2013-07-11,2013,7,2011.0,12.0,568 days 00:00:00.000000000,1,0,Judgment of the Court (Third Chamber); 11 July 2013.,Belgian Electronic Sorting Technology NV v Bert Peelaers and Visys NV.,Request for a preliminary ruling from the Hof van Cassatie.,Directives 84/450/EEC and 2006/114/EC — Misleading and comparative advertising — Definition of ‘advertising’ — Registration and use of a domain name — Use of metatags in a website’s metadata.
62011CJ0397,  Case C-397/11,EU:C:2013:340,Judgement,Berger,Mengozzi,Hungary,Hungary-First Chamber,First Chamber,2,2011-07-27,2013-05-30,2013,5,2011.0,7.0,673 days 00:00:00.000000000,1,0,Judgment of the Court (First Chamber) of 30 May 2013. , Erika Jőrös v Aegon Magyarország Hitel Zrt.. , Reference for a preliminary ruling: Fővárosi Bíróság - Hungary. , Directive 93/13/EEC - Unfair terms in consumer contracts - Examination by the national court; of its own motion; as to whether a contractual term is unfair - Consequences to be drawn by the national court from a finding that the term is unfair. 
62011CJ0472,Case Câ472/11,EU:C:2013:88,Judgement,Berger,Mengozzi,Hungary,Hungary-First Chamber,First Chamber,2,2011-09-16,2013-02-21,2013,2,2011.0,9.0,524 days 00:00:00.000000000,1,0,Judgment of the Court (First Chamber); 21 February 2013.,Banif Plus Bank Zrt v Csaba Csipai and Viktória Csipai.,Request for a preliminary ruling from the Fővárosi Bíróság (now the Fővárosi Törvényszék).,Directive 93/13/EEC — Unfair terms in consumer contracts — Examination by the national court; of its own motion; as to whether a term is unfair — Obligation on the national court; once it has found; of its own motion; that a term is unfair; to invite the parties to submit their observations before drawing conclusions from that finding — Contractual terms to be taken into account in the assessment of that unfairness.
62011CJ0428,Case Câ428/11,EU:C:2012:651,Judgement,Rosas,Mengozzi,United Kingdom,United Kingdom-Sixth Chamber,Sixth Chamber,2,2011-08-16,2012-10-18,2012,10,2011.0,8.0,429 days 00:00:00.000000000,1,0,Judgment of the Court (Sixth Chamber); 18 October 2012.,Purely Creative Ltd and Others v Office of Fair Trading.,Reference for a preliminary ruling from the la Court of Appeal (England &amp; Wales) (Civil Division).,Directive 2005/29/EC – Unfair commercial practices – Practice of informing the consumer that he has won a prize and obliging him; in order to receive that prize; to incur a cost of whatever kind.
62011CJ0049,Case Câ49/11,EU:C:2012:419,Judgement,JuhÃ¡sz,Mengozzi,Austria,Austria-Third Chamber,Third Chamber,2,2011-02-03,2012-07-05,2012,7,2011.0,2.0,518 days 00:00:00.000000000,1,0,Judgment of the Court (Third Chamber); 5 July 2012.,Content Services Ltd v Bundesarbeitskammer.,Reference for a preliminary ruling from the Oberlandesgericht Wien.,Reference for a preliminary ruling — Directive 97/7/EC — Consumer protection — Distance contracts — Consumer information — Information given or received — Durable medium — Meaning — Hyperlink on the website of the supplier — Right of withdrawal.
62011CJ0134,Case Câ134/11,EU:C:2012:98,Judgement,Borg Barthet,Mengozzi,Germany,Germany-Fifth Chamber,Fifth Chamber,2,2011-03-18,2012-02-16,2012,2,2011.0,3.0,335 days 00:00:00.000000000,1,0,Judgment of the Court (Fifth Chamber); 16 February 2012.,Jürgen Blödel-Pawlik v HanseMerkur Reiseversicherung AG.,Reference for a preliminary ruling from the Landgericht Hamburg.,Directive 90/314/EEC — Package travel; package holidays and package tours — Article 7 — Protection against the risk of insolvency or bankruptcy on the part of the package organiser — Scope — Insolvency of the organiser on account of its fraudulent use of the funds transferred by consumers.
62010CJ0495,Case C-495/10,EU:C:2011:869,Judgement,Schiemann,Mengozzi,France,France-Grand Chamber,Grand Chamber,2,2010-10-15,2011-12-21,2011,12,2010.0,10.0,432 days 00:00:00.000000000,1,0,Judgment of the Court (Grand Chamber) of 21 December 2011.,Centre hospitalier universitaire de Besançon v Thomas Dutrueux and Caisse primaire d'assurance maladie du Jura.,Reference for a preliminary ruling: Conseil d'État - France.,Directive 85/374/EEC - Liability for defective products - Scope - National rules requiring public healthcare establishments to pay compensation; even when they are not at fault; for damage sustained by a patient as a result of the failure of equipment or products used in the course of treatment.
